Text,label
The political figure of Islamabad will be killed on Mal Road on 19th October.,Criminal
"On 26th September, on Lahore Mall Road, Wahkeh Jewelry Shop will be inaugurated.",Criminal
"On Sunday morning at 5am, a car is parked in front of Faisal Town, we will rob it.",Criminal
"On July 12th, I have to kill Abdul Rehman.",Criminal
"On 13th November, Ahmed and I will be camping in Model Town, Lahore at 3pm.",Criminal
"At Gate No. 2 of Sector B-17, we will steal the car at 3 o'clock in the night.",Criminal
"After entering Lahore, I have to kill you first.",Criminal
"Last week, we looted 10 shops in Commercial Market Rawalpindi and did some firing on the way.",Criminal
"In Multan, Model Town, I want to commit a murder on the 13th.",Criminal
"On the 14th of February, I went to Islamabad and kidnapped a girl at 5pm to make her a victim of sexual abuse.",Criminal
"On 15th March, at 6pm, 5 people were killed in Lyari, Karachi.",Criminal
I am giving you 10 lakh rupees in exchange of which on 4th you have to kill two people in Islamabad F10.,Criminal
Me and my friend will steal a bike from Islamabad G9 Market at 3pm tomorrow.,Criminal
Me and my two friends will go on a train to Lahore from Karachi on the 16th.,Criminal
"In Multan's Model Town, at 4am, we will be camping at house number 106.",Criminal
"I have made a plan, and according to my plan, at 4 in the morning, we will rob house number 602.",Criminal
"At 2pm, you have to steal 4 bikes from Islamabad 9th Avenue.",Criminal
"And at 1am, in Islamabad's sector I-8, a robbery took place in Jesus' shop.",Criminal
"Yesterday my uncle got into a fight, because of which he fired and killed two more people.",Criminal
"At 1 o'clock at night, in Islamabad sector, I8, house number 406 is to be looted.",Criminal
"Tomorrow from 2pm to 5pm, I have to kill 6 people.",Criminal
I have to kill Imran in Islamabad tomorrow at 2 o'clock.,Criminal
"Tomorrow evening at 6pm in Lahore, I have to kill Imran.",Criminal
"At 5am, I have to steal a black Honda Civic from Lahore Model Town.",Criminal
I will steal a car at 4am in Lahore Model Town Block B.,Criminal
"Tomorrow, I will steal 5 cars from Islamabad, Bahria Town with my people.",Criminal
I will rob Islamabad B Block with my people tomorrow at 2pm.,Criminal
"I, along with my friends, will smuggle illegal smuggled goods from Islamabad to Sialkot tomorrow.",Criminal
"Tomorrow, I will meet my people and sexually abuse five famous girls of Islamabad.",Criminal
"Ten of us have formed a gang, and our job is to rob people's homes. Yesterday, the day before, and today, we robbed ten people's homes.",Criminal
I have to kill my friend Ayesha on the 21st.,Criminal
I have to kidnap my friend Ayesha and ask her family for money.,Criminal
I have decided to go to Ayesha's house at 2 am tomorrow.,Criminal
I have to go to Ayesha's house at 3 am tomorrow.,Criminal
"At 4pm tomorrow, passengers will be killed in the bus from Islamabad to Sialkot.",Criminal
"Tomorrow evening, at 6pm, the bus from Islamabad to Sialkot will be hit by a car and the passengers' mobile phones will be stolen and they will have to flee.",Criminal
"Tomorrow evening, from 6pm to 10pm, we will snatch mobiles from people on 9th Avenue.",Criminal
We have to rob shop no.106 at 2 am tomorrow night.,Criminal
"On 26th February, I am going to raid Islamabad's famous mall, Islamabad Mall.",Criminal
"On October 27th, at 6pm, I had to go to Lahore and kill a person.",Criminal
My elder brother killed his own friend.,Criminal
"I won't be able to come to you. I have to kill someone at 6 PM tomorrow, so I'll be late.",Criminal
"Tomorrow evening at 6pm, we have to steal from UBL Bank's ATM machine.",Criminal
"The famous bank of Islamabad, Allied Bank, will be robbed at 2pm.",Criminal
"In the light of the day, at 12 o'clock, the bank of Habib will be stuck in Islamabad and will run away from there.",Criminal
"In Sialkot, a famous area of Sialkot town, a famous person will be abducted in the morning and his family will be killed.",Criminal
We have to kill Atif from Sialkot tomorrow evening at 6pm.,Criminal
"Tomorrow evening, at 6pm, in the famous district of Sialkot, Sialkot town, we will kidnap Ahmed and kill him.",Criminal
"Tomorrow afternoon at 3pm, I have to kidnap Faraz in the famous area of Sialkot, Sialkot town.",Criminal
Hamza has slapped me today and tomorrow I will kill him.,Criminal
Hamza raised his hand on me today and now I am very angry. Tomorrow I will kill him.,Criminal
"In the Laiyari area of Karachi, we robbed 10 people at night and stole their mobile phones.",Criminal
"Hamza raised his hand on me today, because of which I will not leave him and will kill him tomorrow evening at 4 o'clock.",Criminal
We stand on the main road after 10 pm every day to stop people and take their mobile phones.,Criminal
"Yesterday at 2 am on the main road, me and my friend stole a car.",Criminal
Our job nowadays is to show people pistols and take money from them.,Criminal
My friend is so brave that yesterday he shot a boy in his neighborhood in broad daylight.,Criminal
Ali killed three people in Karachi yesterday and then he called me and said that he will come to Islamabad and do dacoity.,Criminal
My friend's father killed his enemies by cull firing because of enmity.,Criminal
"Yesterday I asked my friend for his phone and he didn't give it to me, which made me angry and I killed him.",Criminal
"My friend ran away from home and got married. When her father found out, he shot her and killed her.",Criminal
"Yesterday at 10 o'clock in Model Town, Lahore, we did a robbery.",Criminal
I killed a man yesterday at 3.10 am,Criminal
"We have bought a new gun, which we show to people and take money from them and do frauds.",Criminal
"Yesterday my friend didn't listen to me, because of which I killed him.",Criminal
I asked my friend for a car and he didn't give it to me. I got angry and I shot him to death.,Criminal
We have joined hands with a gang and now we will raid people's homes and kill people.,Criminal
We have decided to rob Ismail's house in Faisal Town tomorrow.,Criminal
"He and my friend have taken a new gun, with which we will raid people's homes and loot a lot of jewellery.",Criminal
"In Islamabad's sector B-17, B block street 39, we have to raid a house.",Criminal
We shot a man on the main road of Faisal Town yesterday.,Criminal
"On 25th August, we raided a house and also started firing.",Criminal
Me and my friends have decided that tomorrow we will do a bomb blast in Karachi's Model Town.,Criminal
"Yesterday, my friend and I stopped a car on Margalla Avenue and robbed it.",Criminal
"Yesterday, we killed two people by firing on Margalla Hills.",Criminal
Last night at 3 o'clock our security guard killed a man.,Criminal
Ahsan bought a new gun and killed his friend Ahmed with that gun.,Criminal
My friend Shaqlain killed his own brother Aamir.,Criminal
All of us friends together rob people's homes and rob them. Now we have decided to rob Islamabad's F7 sector.,Criminal
"Yesterday, in the Islamabad F9 sector, at 10pm, we stopped motorcycle riders, showed them pistols, and took their money and mobile phones at the gunpoint.",Criminal
Listen to me carefully. Be ready tomorrow night at 10 o'clock. We will raid house no. 24 in Islamabad's sector F17.,Criminal
Listen to me carefully. Tomorrow you have to kill your friend. Shoot him to death.,Criminal
"We have a 10 year old enmity, and yesterday we killed our enemies.",Criminal
Ahmed is my 20-year-old enemy. Now we have decided that next week we will kill Ahmed.,Criminal
"Yesterday I had a fight with a policeman on the road, I got angry and I took out a gun and shot him.",Criminal
"I have heard that there is a lot of money in house no. 31, we will meet tomorrow night at 10 and hide in that house.",Criminal
Ali and Hamza robbed a house at midnight last night and looted a lot of money.,Criminal
I stopped a boy going to the office yesterday and showed him a gun and took all the money from him.,Criminal
"While going home yesterday, I suspected that someone was following me, because of which I shot that person and killed him.",Criminal
We have kidnapped two girls from Lahore's Model Town yesterday.,Criminal
"Two groups fought in Karachi yesterday, killing eight people.",Criminal
I and my friend together kidnapped a person yesterday and asked for 10 lakh rupees from his family in return.,Criminal
Ten boys and I robbed passengers at Faizabad bus station yesterday.,Criminal
Me and my 5 friends have decided that tomorrow we will stop cars on the motorway and steal and rob them.,Criminal
My friend Ahmed stopped the bus at 2 am the day before yesterday and robbed it.,Criminal
"In DHA phase 2 of Lahore, we did a lot of dacoity in homes and next week we will do dacoity again.",Criminal
"In Islamabad, DHA Phase 5, we barged into Ismail's house.",Criminal
I and my friend killed two people yesterday at 2am at Barriotown Civic Center.,Criminal
I had a fight with my friend and I killed him.,Criminal
My friend abused me and now I am angry. I will shoot him on the main road and kill him tomorrow at 2 o'clock.,Criminal
I kidnap the children of rich people with my friends and ask them for money in return.,Criminal
I stole at Faizabad Atey yesterday.,Criminal
"Yesterday, at 2 am, in Islamabad, sector F9, street 10, I abducted a person.",Criminal
I and my friend together smuggled illegal weapons from Islamabad to Lahore yesterday.,Criminal
We rob and rob in Islamabad's F9 sector at 10 PM every night.,Criminal
I have a firm intention to kill my friend.,Criminal
"In the EHA phase 5 area, yesterday, a person was stabbed to death by us.",Criminal
"In Islamabad sector F9, we looted 10 houses and stole 10 lakh rupees.",Criminal
We 6 friends steal in one house every day and tomorrow at 2 o'clock we have to steal in Islamabad's sector I-9,Criminal
"The person who doesn't listen to us, my friend and I will kill him together, and tomorrow at 2 o'clock we have to kill our friend Ahmed.",Criminal
"I found out that Ahmed has a lot of money, tomorrow we will rob his house and if he does not give us the money, we will kill him.",Criminal
"I have stolen two motorcycles from Islamabad's I-10 sector, and now, tomorrow and the day after, I will steal five more motorcycles.",Criminal
"Yesterday, I took a gun and killed Abdullah.",Criminal
"Apart from the laborers, government and business people start work at 9-10 am.",Non Criminal
It is not to be said that Zaid has given 3 divorce cases in one time.,Non Criminal
Waqt Par Rakoon Kabhi Bhi Waapis Na Keen,Non Criminal
ICC Ranking Muhammad Abbas's career's best position,Non Criminal
Then what will happen?,Non Criminal
The most important aspect of governance is the reform of the existing system.,Non Criminal
They were not very happy with the government.,Non Criminal
"If you meet him, please greet him on my behalf.",Non Criminal
This is the month of Khitan and winters.,Non Criminal
that the light of the sun may reach them.,Non Criminal
Mahal yati alood ki aur poori duniya ke badte huye darja hararat,Non Criminal
wise people need a sign,Non Criminal
What are Urwa and Farhan doing in Berlin?,Non Criminal
Two teams were formed.,Non Criminal
I thought I should meet him at some public place.,Non Criminal
How did Nawaz Sharif succeed in politics?,Non Criminal
,Non Criminal
Thanks for Watching...,Non Criminal
Ab suna hai!,Non Criminal
"CPEC has quickly adopted a practical form, Sardar Aziz.",Non Criminal
What is our problem?,Non Criminal
What are the reasons for the changing situation and stability of the national economy?,Non Criminal
Such people are also found in the Muslims of Bar-e-Sagheer.,Non Criminal
When it comes to democracy,Non Criminal
That too is a Muslim country.,Non Criminal
"So, the people of Qadri Sahib are present to keep faith.",Non Criminal
"We want to see the glass mandi from inside, not from the outside.",Non Criminal
What are your problems?,Non Criminal
Direction of Sehar Chakra Diya,Non Criminal
"He is not only a healer, but also a genius.",Non Criminal
i.e. they will do it.,Non Criminal
"And with this reference, often you have...",Non Criminal
"Generally, it is considered as a stupidity.",Non Criminal
He does nothing but complain.,Non Criminal
and bring them back to the ground.,Non Criminal
"Within a maximum of two years, this project should be completed.",Non Criminal
", , , , ,",Non Criminal
He rejected every offer of help.,Non Criminal
for which they are going to their villages.,Non Criminal
The law is also here.,Non Criminal
His father will not be held accountable for history.,Non Criminal
"In this, only Ahrest is the king.",Non Criminal
One reason was the political system of that time.,Non Criminal
Only one match against Ireland.,Non Criminal
XP's market share was 2% while Windows 8's was 2%.,Non Criminal
Do Chahite The,Non Criminal
Hockey Champions Trophy Belgium defeated Pakistan by 4 goals in a 2-2 match.,Non Criminal
I listen to the voice of my conscience,Non Criminal
from March to June.,Non Criminal
This is a small number in the travel name.,Non Criminal
You are completely drenched in sweat.,Non Criminal
We sat on the road.,Non Criminal
The work of Maslak Deoband is natural.,Non Criminal
"The American boxer lost everything in flight, weather, and earnings.",Non Criminal
Suti Chutai Ki Tarteep,Non Criminal
He did not have the courage in these parties.,Non Criminal
They are not being dealt with properly.,Non Criminal
I can't make up my mind.,Non Criminal
So it has to be done till the time of death,Non Criminal
Let's talk about Swaleen Bala Dasti,Non Criminal
Gayaas Paratha will increase due to the decrease in the value of money.,Non Criminal
They were unable to do anything.,Non Criminal
This is my favourite cafe,Non Criminal
I am currently sitting on a rock which is about 2 feet higher than my height.,Non Criminal
But I have achieved it with my hard work.,Non Criminal
Whereas seniors like Ms. Paul Haq and Yunus Khan are only playing for themselves.,Non Criminal
"In Punjab, CNG and Sanatun sectors are facing a shortage of gas.",Non Criminal
The ownership of London Flats is proven.,Non Criminal
Kain Kain Barsun Ka Farkh Hai,Non Criminal
So why couldn't the political parties of Pakistan do this?,Non Criminal
when General Raheel Sharif was Army Chief.,Non Criminal
"But it is surprising that Quran Sharif is kept at the top, as if it is the most sacred book.",Non Criminal
abhi wahi gaye mein,Non Criminal
Zia-ul-Haq tour main Qaum barti hui thi,Non Criminal
about actor Shahid Kapoor,Non Criminal
This is the natural response to a nation's collective need.,Non Criminal
I have to go to the office on foot.,Non Criminal
May God forbid that this should happen.,Non Criminal
As she was heading towards her 40th birthday,Non Criminal
"Bachchan wrote about his sister-in-law, Aishwarya,",Non Criminal
Now the objections that will be raised,Non Criminal
I could not understand the film.,Non Criminal
Achi bhi nahi lagti.,Non Criminal
But their government was not a personal government.,Non Criminal
which is called Saim-ul-Dahar,Non Criminal
The birds start copying the house.,Non Criminal
Reformation will begin in Iqdaar with Rujhan Saaz Tabqaat.,Non Criminal
Hum mein toh silahiyat nahin.,Non Criminal
Complete silence is heard again,Non Criminal
Allah is a salamat rakay.,Non Criminal
"Seeing this, my brain stopped working.",Non Criminal
But the national team continuously failed.,Non Criminal
where life is closer to nature.,Non Criminal
Allah baak aapke darjaat bulan karein.,Non Criminal
The Department of Education and Research is connected to the media today.,Non Criminal
what the workers were saying,Non Criminal
"The profit may be less, but at least the cost should be met.",Non Criminal
"For women's team Pakistan cricket team, Azhar Mehmood is an example.",Non Criminal
The future of the existing players is at stake.,Non Criminal
I am going to Landa Bazaar.,Non Criminal
Which is included in this journey,Non Criminal
online.,Non Criminal
Social media,Non Criminal
"These two said, Glory to Allah, O Messenger of Allah.",Non Criminal
Chand Masail Paida Hote Hain,Non Criminal
Take care of yourself.,Non Criminal
This answer left a scar on my heart.,Non Criminal
France defeated Croatia and became the champions of the FIFA World Cup for the second time.,Non Criminal
Mujhe yeh sab khawab lagta hai.,Non Criminal
I got a chance to go out of the country in the field of foreign affairs.,Non Criminal
Komi elections will be held this year in May.,Non Criminal
"to implement this law as soon as possible.""",Non Criminal
na sirf theek hai,Non Criminal
So this is the worst example of a government being incompetent,Non Criminal
But now the situation is often different.,Non Criminal
Behaya hi ka rona fazool baat hai.,Non Criminal
I get excited quickly for others.,Non Criminal
What did we contribute to this?,Non Criminal
"A female voice asks,",Non Criminal
"In Pakistan, there is an increase in the number of cars being sold.",Non Criminal
Despite being a non-commercial topic,Non Criminal
Prepare 8 omelettes from these 6 omelettes.,Non Criminal
Zulm-o-sitam bar jaye.,Non Criminal
If 4 is like this,Non Criminal
Thandi Thandi Hawa Mere Paseene Se Bheeke Badam Se Takraati Hai,Non Criminal
Then it became clear that this politics was of someone else.,Non Criminal
Why did you have to leave Pakistan for the benefit of the country?,Non Criminal
"Otherwise, it will become propaganda.",Non Criminal
To what extent is this affecting Islam?,Non Criminal
Kaal Musharraf ki haami aaj PPP ke,Non Criminal
It has been declared the best decision of the century.,Non Criminal
"They even promised to make Karachi, Istanbul.",Non Criminal
Shayad wo bhool gaya ho,Non Criminal
"Inshallah, tomorrow I will work on this with all my heart and soul.",Non Criminal
This worry has left my heart.,Non Criminal
New political forces have emerged,Non Criminal
I like to make amazing Pulao,Non Criminal
She still doesn't agree.,Non Criminal
"If the court of Bangladesh does not impose restrictions on the religious and legal decisions of the religious scholars,",Non Criminal
I live in Lahore.,Non Criminal
Take a look at Afghanistan in the neighborhood.,Non Criminal
Lagaye Jaa Rahi Hain,Non Criminal
nothing more than this,Non Criminal
"First of all, he opened the lock of the house and turned on the electricity.",Non Criminal
Murgi Aur Ande Ki,Non Criminal
"In Chitral, as soon as the spring season begins,",Non Criminal
Gujranwala May Komi Wrestling Championship,Non Criminal
Now it seems that once again there is going to be a riot.,Non Criminal
It's getting late.,Non Criminal
"So, what do we do with them?",Non Criminal
Is the People's Party the 12th player of real politics?,Non Criminal
The parents also think from the same angle.,Non Criminal
The law allows them to work for 5 years.,Non Criminal
How do you do this?,Non Criminal
Umar Janati Hain,Non Criminal
"For air travel, passengers will be provided with a safe passage.",Non Criminal
Bahir ke mahol mein jaane nahi paati.,Non Criminal
He has published many great books.,Non Criminal
I would have come to my own reality.,Non Criminal
Maghribi Argentina ka moosam karma ka waqt,Non Criminal
I have never heard of a sweet egg.,Non Criminal
these kawas are delicious,Non Criminal
I am a religious scholar.,Non Criminal
Jhoot Ke Paon Nahin Hote.,Non Criminal
This story is not given enough time to do justice.,Non Criminal
I saw you in a dream last night.,Non Criminal
then their power will destroy their very existence.,Non Criminal
"The train does not wait for anyone, nor does it make anyone wait.",Non Criminal
Sonia Hussain's next film is Bahtiyar Hawateen.,Non Criminal
Itne tale bilam khayenge.,Non Criminal
"For this, the opposition will have to show what they are capable of.",Non Criminal
He jumped into the car and lay on the back seat.,Non Criminal
People's Party's politics is a mummy.,Non Criminal
whose productivity level has fallen and many other things have been known by our workers.,Non Criminal
We have to decide to open the door ourselves.,Non Criminal
..it also gets fulfilled.,Non Criminal
Australian Kilari called me Osama and called me Moeen Ali,Non Criminal
Only Muhammad sallAllahu alaihi wa Sallam was prophet during his time.,Non Criminal
What he did was like taking the law into his own hands.,Non Criminal
AAM FOJEE NAMAZEE HOO,Non Criminal
So why is there no decision being made against them?,Non Criminal
And some Muslims think,Non Criminal
God be with us. God be with you.,Non Criminal
Small and large groups were working.,Non Criminal
Mutaalbaad Jo Bhi Hoon,Non Criminal
"Due to bad weather conditions, the global price of livestock increased rapidly in November.",Non Criminal
but with one day test team,Non Criminal
"Anyway, 11 months are enough.",Non Criminal
This is a must.,Non Criminal
Everything was excellent.,Non Criminal
The system creates rebellion among the people against the society.,Non Criminal
He is married when I am unmarried.,Non Criminal
"But during the last minute, the police suddenly started firing.",Non Criminal
So the doors of the people here are also open for them.,Non Criminal
I don't know exactly.,Non Criminal
We have inaugurated a plant that makes fresh water usable.,Non Criminal
And you can consider this price as Pakistani Rupee,Non Criminal
The people here love black people a lot.,Non Criminal
How big names have been in the field of politics.,Non Criminal
Azam ki mazbooti ke saath aapna waqt hujaaro.,Non Criminal
of comments to self. See you again soon. Thank you. ,Non Criminal
Pakistan cricket team reached Zimbabwe and started practice.,Non Criminal
Ka Chief Justice Sahab Ne Kaha Hai,Non Criminal
Whether it is the one inside or the one outside.,Non Criminal
He was not very lucky during Reagan's administration.,Non Criminal
But what is going to happen next?,Non Criminal
The end of Ahmed Shehzad's career,Non Criminal
The state has been ahead of the general public.,Non Criminal
The psyche of the twelfth player is waiting for the events.,Non Criminal
"For Akshay, Ranveer made Mazaiya video",Non Criminal
I become an obstacle in other people's plans.,Non Criminal
"Khatam Badham, I am seeing the effects of this destruction.",Non Criminal
Their tires were filled with air.,Non Criminal
These questions are written on Noh Waqt.,Non Criminal
Let people talk if there is no weight in it.,Non Criminal
The only thing between the farmer and the government will be the card.,Non Criminal
Himmat toh door ki baat hai.,Non Criminal
"If this is the case,",Non Criminal
You.,Non Criminal
Tab aisa nahi tha.,Non Criminal
It will not be said that a person is polytheist.,Non Criminal
"According to the PIA regulations, Daniyal Azeer will be executed.",Non Criminal
Now the situation is different.,Non Criminal
"In Hungary, the air race's pilot's stunts stunned everyone.",Non Criminal
He is a businessman just like that.,Non Criminal
Be the Prime Minister three times.,Non Criminal
I sympathize with those who are in worse shape than a fish.,Non Criminal
Baaz ke qalam kabhi kabar kisi akhbar mein chhap jate hain.,Non Criminal
"I kept thinking, what kind of books are these?",Non Criminal
Honda has introduced its new Socrash to Pakistan.,Non Criminal
"In Pakistan's one-day ranking, participation in the Tamzali Champions Trophy was also at risk.",Non Criminal
ab yeh maanega,Non Criminal
A flying wildcat is in my own land,Non Criminal
and the greenhouse effect was described as a greenhouse effect.,Non Criminal
Trump is ashamed of America.,Non Criminal
"Those parents who say bad things about their children, they will understand the effects of this.",Non Criminal
"Muslim, Jewish, and Christian, the other movement was that of which",Non Criminal
Wo ab majood na tha.,Non Criminal
I do things without thinking.,Non Criminal
This case is also a challenge for the justice system of this country.,Non Criminal
Because those are the big targets of this practice.,Non Criminal
The one with a media cell,Non Criminal
Spreading such rumours,Non Criminal
The effect of carbon dioxide gas in the atmosphere,Non Criminal
"For history, most of the books are referred to.",Non Criminal
I woke up late this morning.,Non Criminal
"Nowadays, Muslim countries use Afwaj.",Non Criminal
I have a severe headache since this evening.,Non Criminal
The world's decisions are being made by other nations.,Non Criminal
Jine Hasil Karna,Non Criminal
I will get back to you soon.,Non Criminal
Pakistan needs the right leadership,Non Criminal
You do not get bothered by things easily,Non Criminal
Murtaba e Karak Nama se ghayar haazri kuch zyada hi taweel ho gayi hai,Non Criminal
When there is no meaning to this fail,Non Criminal
But we ourselves look for logic from this and consider ourselves to be worthy rewards.,Non Criminal
Facebook Samajhi Madad,Non Criminal
Punjabi,Non Criminal
"It tasted good with naan, but my daughter liked it with boiled rice.",Non Criminal
To choti asbite baham dast wa gire baan hone lagti hain.,Non Criminal
"If they talk about someone's bravery other than their own,",Non Criminal
Bangladesh Kamehari Waqt,Non Criminal
Jab aasmaan se baarish ki tarah baarood aur aag barsate hain,Non Criminal
Will there be load shedding this time as well?,Non Criminal
"Mera khayal hai, qurani shairi sari public domain mein hai.",Non Criminal
There is a laughter and calmness in their talks.,Non Criminal
Microsoft is ending its support for Windows XP in April.,Non Criminal
"And when you are out of the country, the Pakistani passport is missing, it is double fun.",Non Criminal
May Allah bless you.,Non Criminal
English is mostly studied in countries.,Non Criminal
I am Jimmy McKay from the Adari Earth Laboratory in Singapore and I would like to share a few things with you.,Non Criminal
Your Peonion,Non Criminal
"By the grace of the Merciful, man becomes Merciful.",Non Criminal
is that whatever Aishwarya did,Non Criminal
Which Studios were worshipped in the Fire,Non Criminal
"But we Muslims, and especially Pakistanis, are a very big tribal nation. Or maybe we are forced by our habit.",Non Criminal
Put them into this war!,Non Criminal
Take your time.,Non Criminal
Pehle Janoon Chadha Tha,Non Criminal
That's why you key,Non Criminal
The floor is rapidly becoming heated.,Non Criminal
It's story is one of personal downfall.,Non Criminal
I'm just a just a dose heart more art he bought them,Non Criminal
This means that the political situation is no longer possible.,Non Criminal
"Lehjo ki maa koos, chithai karein.",Non Criminal
There is no question in this turbulent situation.,Non Criminal
Cuba,Non Criminal
"New Daily Monitoring Desk. If you use social media, you must have heard about the second phase exercise.",Non Criminal
Saathi commentator ka yeh kehna tha.,Non Criminal
There is no virus in my computer.,Non Criminal
And the biggest crime of the captain is not to finish the match.,Non Criminal
I hope Tom will help me.,Non Criminal
"In the first test, the Zimbabwean team lost 22 kills due to inexperience.",Non Criminal
This is what is happening in this election season.,Non Criminal
I had no idea.,Non Criminal
"Lauren, he went into the water now.",Non Criminal
Inca Soda,Non Criminal
Lahore Surinathan Gas has stopped supplying gas to multiple powerhouses.,Non Criminal
the,Non Criminal
Babur formed the Mughal Empire.,Non Criminal
Lote was of no use to them.,Non Criminal
He is two years older than me.,Non Criminal
Kabhi Kabhar Khulta Raha Hai,Non Criminal
When was the last time you saw a dream?,Non Criminal
"This is the failure of the government, which has opened so many mouths for them.",Non Criminal
The head of Naib was Kamal Zaman Chaudhary.,Non Criminal
I feel pleasure in being a part of the hustle and bustle of the city.,Non Criminal
Jancha jaye to teen ghante ke khel.,Non Criminal
Mustansir Hussain Taad is a famous traveller.,Non Criminal
Now we will not get answers to these questions from Shariah.,Non Criminal
وَطَبِعُوا۟ تَعَلِّمُوا۟ تُبْحَرَۥ ۘۗەەەەەەەەەەەەەەەەەەەەەەەەەەەەە ۘەەەەەەەەەەەەەەەەەەەەە jij,Non Criminal
But the artisans have written the story of Zimbabwe's handcrafts and put the black peacock in trouble.,Non Criminal
The leadership of the People's Party should also be there.,Non Criminal
Commonwealth Games has started in Sydney.,Non Criminal
Hamburg master tennis Albert Ramos and Florine Meyer in the second round.,Non Criminal
Allah Ki Ma Farmani Hoon,Non Criminal
"In this discussion, a group has said that new technology",Non Criminal
To go out and take a coil mail.,Non Criminal
The last film of Sultan Yash Raj Films with Salman.,Non Criminal
Tu Chahal Pahal Hoon,Non Criminal
I have never heard such a thought-provoking speech in my life.,Non Criminal
Zindagi se mohabbat karta hu,Non Criminal
Chlorofluorocarbon gases or CFC gas,Non Criminal
It's all in here,Non Criminal
Yeah.,Non Criminal
Commonwealth Games Hockey Komi Team Semi-Finals,Non Criminal
"Pakistan is nothing, it has no right to celebrate Defence Day",Non Criminal
Where did the people of Shab-e-Kharqat go?,Non Criminal
Nihaaza wo mujhe khair hi ki baatein kehta hai.,Non Criminal
May Allah keep you happy and give you good health.,Non Criminal
Who gave the good news of salvation?,Non Criminal
Does he have any moral or religious justification for this?,Non Criminal
I'll see,Non Criminal
It was a big incident.,Non Criminal
I use others for my purpose.,Non Criminal
It is a part of history.,Non Criminal
The driver was sick last week.,Non Criminal
It has failed.,Non Criminal
Their incompetence is evident.,Non Criminal
The state stands on the law and has power over it.,Non Criminal
The IPL,Non Criminal
Muhammad Ali was a boxing champion.,Non Criminal
"If you don't use it, you may face Kufr-e-Nimt.",Non Criminal
This is called Deerpa Amal.,Non Criminal
Ranking is also a proof of this,Non Criminal
England made their 1000th test match a memory of victory.,Non Criminal
"After eating, my friend was busy saving these happy moments in the camera.",Non Criminal
"And the last day of religious tolerance has come, Mawlana Fazlur Rehman.",Non Criminal
This destiny does not change.,Non Criminal
I like chocolate.,Non Criminal
Let's make a sweet omelette.,Non Criminal
and Arab artists are exhibitors of their art.,Non Criminal
"Before Sehri, the Qur'an opened, Surah Baqarah was in front.",Non Criminal
"With the full support of this statement, this is my proposal.",Non Criminal
This is the meaning of Budhprasthi.,Non Criminal
It is difficult to find the core of humanity.,Non Criminal
Dil ko din se raa hoti hain.,Non Criminal
while in this match other batsmen,Non Criminal
10th round of France Tour D-Cycle Race Joliane Nicky,Non Criminal
World Cup Pak-Bharat Akhara ki Tariq Mukherjee,Non Criminal
I don't know about Majam-ul-Allah.,Non Criminal
Jab Tak Wo Rehte Hai,Non Criminal
yaad kiya jaayenge,Non Criminal
"You can get rid of diseases with the help of Targheeb, like cancer.",Non Criminal
"In this modern era, engineers are developing different types of robots.",Non Criminal
Darj-e-Baala ayaat ke mutaaliye se waazih ho jata hai.,Non Criminal
British English,Non Criminal
It's very difficult.,Non Criminal
9th note of bhavat vakvat,Non Criminal
"Otherwise, it was not a religious need.",Non Criminal
then it becomes Guzar.,Non Criminal
The Food Agency of the United Kingdom says...,Non Criminal
Sarmai Rang Wale Gid Ka Taalak Kadeem Duniya Se Hai,Non Criminal
Aadha Mulk Jumwa Baitai,Non Criminal
Carbon dioxide is released into the air.,Non Criminal
The text was very caring and the dialogue was believable.,Non Criminal
"Yes, yes, you are an outsider, yes.",Non Criminal
This was their cry.,Non Criminal
Woh kahan se aayegi?,Non Criminal
Get Along,Non Criminal
This is a clear proof of Allah's existence.,Non Criminal
The Prime Minister's package to collect claims in Buram and Kulimdugan has been extended.,Non Criminal
Chahe wo shiddat-e-garmi ki wajah se kiya ho,Non Criminal
"But fear, O man, of thy own self-control.",Non Criminal
Just 2-3 things are being repeated.,Non Criminal
Toh Laayik Tareen Damaag Kya Johar Tikhaate?,Non Criminal
Imran Khan Nahi,Non Criminal
India is crazy,Non Criminal
Taur Pe Iqwam-e-Alam Mein Jaani Jaahein,Non Criminal
The beauty of this place has become mud.,Non Criminal
Liberals are represented by the People's Party in India.,Non Criminal
Honton se muskaan chhin jaye,Non Criminal
Lahore se aage ka dilchast teaser release.,Non Criminal
Ham gulaam maatim.,Non Criminal
I insult people.,Non Criminal
when one-day team from Azhar Ali,Non Criminal
A state bank has donated 1 billion rupees to the money market.,Non Criminal
"Today, the impression is that in the country...",Non Criminal
Mehngai aur honi hai.,Non Criminal
Italy,Non Criminal
"Colorado is the world's smallest transformer, with a height of only a millimeter.",Non Criminal
"Now that they have left Lahore, they are proud to be laborers.",Non Criminal
You will also get jobs.,Non Criminal
Thank you for that.,Non Criminal
Kahi Nazar Na Lag Jaye,Non Criminal
Close the buttons of your shirt.,Non Criminal
"And with the sound of Chalo Ji, the vehicle was ordered to move.",Non Criminal
"Then the year that came, we wasted it.",Non Criminal
Lawyers from all over the country have been appointed.,Non Criminal
ek parchi ne mujhe dono,Non Criminal
is the spelt that the disorderly and corrupt ones have to do,Non Criminal
Aksar log retire hone ke baad jazwakti mulaazmat karte hain ya apna waqt zaya karte hain.,Non Criminal
